# provenance
# target	aptus data-acquisition brief target 3 — what SAP does NOT support (negative evidence register)
# source	help.sap.com, product SAP S/4HANA Cloud Public Edition, version 2608.500, state PRODUCTION
# source_url	one per row, in the source_url column; every row cites the exact topic it was read from
# access_method	anonymous reads of help.sap.com's own published content service (http.svc/deliverableMetadata, http.svc/pagecontent). No login, no api.sap.com traffic, no DOM scraping.
# date_read	2026-09-07
# deliverables_read	55 (40 country/region localisation deliverables including Malaysia, plus SAP Document and Reporting Compliance, Country/Region-Specific Functions, Extend and Integrate, Extensibility for Electronic Document Processing, SAP Intelligent Real Estate, Manage, Protect, International Trade, Finance, Contract Accounting, Public Sector, Banking, Insurance, Oil & Gas, and the 3-system-landscape migration troubleshooting guide)
# topics_read	13176 listed in those deliverables' tables of contents; 12959 returned a body
# statements_found	659 sentences matched the negation patterns; 539 kept after the filters below
# extraction_rule	sentence-level. A sentence is kept when it contains one of: is/are/was/were/can/could/will/would/shall/may/might/do/does/did/has/have + not + (supported|available|released|possible|permitted|allowed|covered|provided|delivered|offered); does/do not support; is/are unsupported; not supported by/for/in/with/on; no plans/support to/for; out of scope; is not part of; is/are excluded from; is/are not in scope.
# filter_rule	dropped 90 sentences opening with a conditional connector (If/When/Unless/Since/Because/While/Although/In case/...) and 20 whose negated subject is itself a conditional clause, because those state a condition rather than a product limitation; dropped 4 affirmative sentences ("You can ...") whose negation sits in a parenthetical relative clause; dropped 1 describing a transient example state; dropped 5 whose subject could not be isolated.
# column_source	capability=the title of the SAP topic the sentence was read from, verbatim. It is SAP's heading, NOT an aptus classification.
# column_source	scope_item_ids=scope item codes appearing IN THE SENTENCE ITSELF and present in the 2608 scope item set (sap-references/2608 Scope sheet, plus the codes in the published Available Interfaces table). Empty on most rows because SAP writes these statements about features, not scope items — an empty cell is not a claim that no scope item is affected.
# column_source	country=the country/region deliverable the topic belongs to; where the topic is not in a country deliverable, a country named explicitly in the sentence. Empty means the statement is product-wide or SAP did not name a country.
# column_source	what_is_not_supported=mechanically extracted from SAP's own sentence: the text preceding the negation verb, after the last connector (however/but/although/while/;/because/since/therefore) and with a leading conjunction stripped. Where nothing precedes the negation, the text following it is used. No wording was added.
# column_source	sap_statement_verbatim=the sentence exactly as SAP published it, whitespace-normalised only. Never softened, never paraphrased, never turned into a caveat.
# column_source	source_type=Help on every row. SAP Notes and Knowledge Base Articles live behind authentication on me.sap.com and were NOT read in this pass, so the KBA and Note families named in the brief are still unharvested — this file is the Help-portal slice of the register, not the register.
# column_source	source_id=the SAP loio, SAP's own stable document id for the topic
# column_source	released_on=empty on every row: help.sap.com publishes a content release (2608) for the document, not a release date for the individual statement. The release for every row in this file is 2608.
# column_source	future_support_stated=a clause from the same or the next sentence in which SAP says something about future support (no plans / not planned / in a future release / currently not / as of now / not yet), verbatim. Empty means SAP said nothing about the future there, NOT that support is planned.
# completeness	floor, and deliberately so. 55 of the product's deliverables were read, chosen because localisation and compliance content is where exclusions are stated; the other ~76 discovered deliverables and every deliverable outside this product were not read. The register is a lower bound on published exclusions, not a census.
# known_gap	the brief's own example — the Real Estate (RE-FX) invoice exclusion from the Malaysian e-invoice solution — is NOT in this file. It was not found on any help.sap.com page reachable without authentication in this pass. It is the class of statement SAP publishes in a KBA, and KBAs need a signed-in me.sap.com session. That gap is stated rather than filled.
# countries_covered	Austria=6, Belgium=4, Brazil=12, Chile=3, China=8, Colombia=9, Croatia=6, Czech Republic=2, Denmark=4, Egypt=4, Finland=2, France=5, Greece=5, Hungary=11, India=26, Ireland=6, Italy=10, Kazakhstan=4, Luxembourg=2, Malaysia=11, Mexico=11, Netherlands=5, Peru=6, Poland=19, Portugal=16, Romania=14, Slovakia=4, Slovenia=2, South Korea=8, Spain=8, Sweden=5, Switzerland=4, Taiwan=3, Thailand=4, Turkey=2, Ukraine=2, United Kingdom=7, United States=15
# rows_without_country	264
# not_claimed	this file states what SAP publishes for release 2608. It says nothing about what any tenant has activated.
capability	scope_item_ids	country	what_is_not_supported	sap_statement_verbatim	source_type	source_id	source_url	released_on	future_support_stated
Maintain Document Number Gaps and Generate Digital Signature for Settlement Documents		Portugal	In Portugal, it is legally required that Settlement Documents created for a Portuguese Business entities are created with sequential document numbers, meaning any gaps in the sequential numbering	In Portugal, it is legally required that Settlement Documents created for a Portuguese Business entities are created with sequential document numbers, meaning any gaps in the sequential numbering are not allowed.	Help	393953d51f5d42e6aac853a530e6233b	https://help.sap.com/docs/SAP_S4HANA_CLOUD/6dbc01446ae14a28b7142bb2203abc10/393953d51f5d42e6aac853a530e6233b.html?version=2608.500		
Retail		Portugal	SD invoices with VBRK-FKTYP = 'W'	SD invoices with VBRK-FKTYP = 'W' are excluded from the certification and validation process in your SAP system.	Help	745018cf8edf41e59ed781fc1ed97997	https://help.sap.com/docs/SAP_S4HANA_CLOUD/6dbc01446ae14a28b7142bb2203abc10/745018cf8edf41e59ed781fc1ed97997.html?version=2608.500		
Settlement Document Posting - Restrictions		Portugal	Pro forma invoice	Pro forma invoice is not allowed for digital signature.	Help	ef5523303eb44992abbb217e7298a62a	https://help.sap.com/docs/SAP_S4HANA_CLOUD/6dbc01446ae14a28b7142bb2203abc10/ef5523303eb44992abbb217e7298a62a.html?version=2608.500		
Settlement Document Posting - Restrictions		Portugal	Reversal document	Reversal document is not allowed for digital signature.	Help	ef5523303eb44992abbb217e7298a62a	https://help.sap.com/docs/SAP_S4HANA_CLOUD/6dbc01446ae14a28b7142bb2203abc10/ef5523303eb44992abbb217e7298a62a.html?version=2608.500		
Defining Error Categories for Error Analysis		Romania	Multiple user IDs	Multiple user IDs are not allowed in this field.	Help	125515a14d134ad09ad37c4aebdb825e	https://help.sap.com/docs/SAP_S4HANA_CLOUD/9d078d90fbbb4a298fbfc0a35047ec23/125515a14d134ad09ad37c4aebdb825e.html?version=2608.500		
Defining Error Categories for Error Analysis		Romania	Multiple user IDs	Multiple user IDs are not allowed in this field.	Help	d4b846424dd2472c8c6222c4ce977254	https://help.sap.com/docs/SAP_S4HANA_CLOUD/9d078d90fbbb4a298fbfc0a35047ec23/d4b846424dd2472c8c6222c4ce977254.html?version=2608.500		
Defining Error Categories for Error Analysis		Romania	Multiple user IDs	Multiple user IDs are not allowed in this field.	Help	d3efd258bb574960a8c283fd2ce6aa05	https://help.sap.com/docs/SAP_S4HANA_CLOUD/9d078d90fbbb4a298fbfc0a35047ec23/d3efd258bb574960a8c283fd2ce6aa05.html?version=2608.500		
Defining Error Categories for Error Analysis		Romania	Multiple user IDs	Multiple user IDs are not allowed in this field.	Help	d4b846424dd2472c8c6222c4ce977254-142	https://help.sap.com/docs/SAP_S4HANA_CLOUD/9d078d90fbbb4a298fbfc0a35047ec23/d4b846424dd2472c8c6222c4ce977254-142.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		Romania	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	e94b9781ee414d9db3dcc2b5ab2294c8	https://help.sap.com/docs/SAP_S4HANA_CLOUD/9d078d90fbbb4a298fbfc0a35047ec23/e94b9781ee414d9db3dcc2b5ab2294c8.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		Romania	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	99e236ef0c054323878c38c558c4b6d4	https://help.sap.com/docs/SAP_S4HANA_CLOUD/9d078d90fbbb4a298fbfc0a35047ec23/99e236ef0c054323878c38c558c4b6d4.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		Romania	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	e2a23f544c794340a11a90a5e9d3be89	https://help.sap.com/docs/SAP_S4HANA_CLOUD/9d078d90fbbb4a298fbfc0a35047ec23/e2a23f544c794340a11a90a5e9d3be89.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		Romania	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	99e236ef0c054323878c38c558c4b6d4-154	https://help.sap.com/docs/SAP_S4HANA_CLOUD/9d078d90fbbb4a298fbfc0a35047ec23/99e236ef0c054323878c38c558c4b6d4-154.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		Romania	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	f20d53e635ab49a0be7757763cfac174	https://help.sap.com/docs/SAP_S4HANA_CLOUD/9d078d90fbbb4a298fbfc0a35047ec23/f20d53e635ab49a0be7757763cfac174.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		Romania	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	99e236ef0c054323878c38c558c4b6d4-232	https://help.sap.com/docs/SAP_S4HANA_CLOUD/9d078d90fbbb4a298fbfc0a35047ec23/99e236ef0c054323878c38c558c4b6d4-232.html?version=2608.500		
Registering Transport		Romania	Further resubmission	Further resubmission is not allowed.	Help	72598a604d4f4ef4a67b7293eaafabcf	https://help.sap.com/docs/SAP_S4HANA_CLOUD/9d078d90fbbb4a298fbfc0a35047ec23/72598a604d4f4ef4a67b7293eaafabcf.html?version=2608.500		
Registering Transport		Romania	Shipment document	Shipment document is not supported.	Help	72598a604d4f4ef4a67b7293eaafabcf	https://help.sap.com/docs/SAP_S4HANA_CLOUD/9d078d90fbbb4a298fbfc0a35047ec23/72598a604d4f4ef4a67b7293eaafabcf.html?version=2608.500		
Registering Transport		Romania	Shipment document	Shipment document is not supported.	Help	f91b66020d894dda8661b3a01c2b37e3	https://help.sap.com/docs/SAP_S4HANA_CLOUD/9d078d90fbbb4a298fbfc0a35047ec23/f91b66020d894dda8661b3a01c2b37e3.html?version=2608.500		
SAF-T (Main Declaration)		Romania	The Analyze Data function	The Analyze Data function is not available for the contract accounting data.	Help	7c10e0609206484ea2ef8486f564cdda	https://help.sap.com/docs/SAP_S4HANA_CLOUD/9d078d90fbbb4a298fbfc0a35047ec23/7c10e0609206484ea2ef8486f564cdda.html?version=2608.500		
Configuration for Withholding Tax Reporting		Slovakia	This step is applicable only if organizational unit	This step is applicable only if organizational unit is not available at the Report Entity level.	Help	fccb94b88a3c4f15b35ca60c3f7c7b02	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cee321573b1f45ecad008d7c76716e7a/fccb94b88a3c4f15b35ca60c3f7c7b02.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		Slovakia	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	361578e31d2742e18757c0d13bead486	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cee321573b1f45ecad008d7c76716e7a/361578e31d2742e18757c0d13bead486.html?version=2608.500		
VAT Control Statement		Slovakia	Clearing a down payment in a higher amount than the invoice	Clearing a down payment in a higher amount than the invoice is not supported.	Help	8d2d03cbc157462f8330b90178ce5092	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cee321573b1f45ecad008d7c76716e7a/8d2d03cbc157462f8330b90178ce5092.html?version=2608.500		
VAT Control Statement		Slovakia	For the correct VAT reporting of the down payment clearing, the Post on Account and Post to G/L Account options	For the correct VAT reporting of the down payment clearing, the Post on Account and Post to G/L Account options are not supported and within one clearing document, down payment can only be cleared with one invoice (multiple invoices cleared within one clearing document are not supported).	Help	8d2d03cbc157462f8330b90178ce5092	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cee321573b1f45ecad008d7c76716e7a/8d2d03cbc157462f8330b90178ce5092.html?version=2608.500		
Read Access Logging Configurations in Document Compliance		Slovenia	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	af933832dad34103b281b8120be2d82c	https://help.sap.com/docs/SAP_S4HANA_CLOUD/dadf2b025941436d9b47ace8afca6281/af933832dad34103b281b8120be2d82c.html?version=2608.500		
Setting Up the VAT Return Report		Slovenia	the manual submission (that is, the manual or electronic file format or data for manual input)	Note that the manual submission (that is, the manual or electronic file format or data for manual input) is not supported.	Help	59f9a21630de44f784833d6206521728	https://help.sap.com/docs/SAP_S4HANA_CLOUD/dadf2b025941436d9b47ace8afca6281/59f9a21630de44f784833d6206521728.html?version=2608.500		
Activating Official Document Numbering in Convergent Invoicing		South Korea	Official document numbering (ODN)	Official document numbering (ODN) is not available for South Korea in the standard system, but you can activate it and then configure it according to your requirements.	Help	7557e772544f4b13bd1fb7029d736836	https://help.sap.com/docs/SAP_S4HANA_CLOUD/6418c31b58e840619e5e74885df6d3b4/7557e772544f4b13bd1fb7029d736836.html?version=2608.500		
Activation of Official Document Numbering in Convergent Invoicing		South Korea	Official document numbering (ODN)	Official document numbering (ODN) is not available for South Korea in the standard system, but you can activate it and then configure it according to your requirements.	Help	483ed46fcfb54c169b1b0fa1c44312fb	https://help.sap.com/docs/SAP_S4HANA_CLOUD/6418c31b58e840619e5e74885df6d3b4/483ed46fcfb54c169b1b0fa1c44312fb.html?version=2608.500		
Activation of Official Document Numbering in Convergent Invoicing		South Korea	Official document numbering (ODN)	Official document numbering (ODN) is not available for South Korea in the standard system, but you can activate it.	Help	483ed46fcfb54c169b1b0fa1c44312fb	https://help.sap.com/docs/SAP_S4HANA_CLOUD/6418c31b58e840619e5e74885df6d3b4/483ed46fcfb54c169b1b0fa1c44312fb.html?version=2608.500		
App Extensibility: Manage Non-Deductible Input VAT - South Korea		South Korea	Only reasons of 01 - 08 are allowed, and 09	Only reasons of 01 - 08 are allowed, and 09 is not allowed.	Help	b54b3bb340b346a2b2d8d6510f63bddd	https://help.sap.com/docs/SAP_S4HANA_CLOUD/6418c31b58e840619e5e74885df6d3b4/b54b3bb340b346a2b2d8d6510f63bddd.html?version=2608.500		
Convergent Invoicing		South Korea	Official document numbering (ODN)	Official document numbering (ODN) is not available for South Korea in the standard system, but you can activate it.	Help	06a64d9af0324fb0846dff3b4af3ae34	https://help.sap.com/docs/SAP_S4HANA_CLOUD/6418c31b58e840619e5e74885df6d3b4/06a64d9af0324fb0846dff3b4af3ae34.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		South Korea	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	4f689f95aad841e891d1329b1ccb00b5	https://help.sap.com/docs/SAP_S4HANA_CLOUD/6418c31b58e840619e5e74885df6d3b4/4f689f95aad841e891d1329b1ccb00b5.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		South Korea	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	f9057bbe3ccf473d8ee1336d9b0a83c1	https://help.sap.com/docs/SAP_S4HANA_CLOUD/6418c31b58e840619e5e74885df6d3b4/f9057bbe3ccf473d8ee1336d9b0a83c1.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		South Korea	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	36cd07d6ec71469a86f0b8ed4b7789dd	https://help.sap.com/docs/SAP_S4HANA_CLOUD/6418c31b58e840619e5e74885df6d3b4/36cd07d6ec71469a86f0b8ed4b7789dd.html?version=2608.500		
Defining Error Categories for Error Analysis (Recommended)		Spain	Multiple user IDs	Multiple user IDs are not allowed in this field.	Help	c66a7ae13d854a9fb80b4c9dacf7df77	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a624a4a6d1d8473eb95fb42660127cfe/c66a7ae13d854a9fb80b4c9dacf7df77.html?version=2608.500		
Defining Error Categories for Error Analysis (Recommended)		Spain	Multiple user IDs	Multiple user IDs are not allowed in this field.	Help	4e62d76f096c450d9b4b667cb6b61d85	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a624a4a6d1d8473eb95fb42660127cfe/4e62d76f096c450d9b4b667cb6b61d85.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		Spain	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	79ef4018e57d4c97b82e4bbd2fd1cc56	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a624a4a6d1d8473eb95fb42660127cfe/79ef4018e57d4c97b82e4bbd2fd1cc56.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		Spain	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	4afccaa6231e4a3c8c7642afe33d9528	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a624a4a6d1d8473eb95fb42660127cfe/4afccaa6231e4a3c8c7642afe33d9528.html?version=2608.500		
Read Access Logging Configuration in Document Compliance		Spain	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	779dc89f983744a49724435ca1d68481	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a624a4a6d1d8473eb95fb42660127cfe/779dc89f983744a49724435ca1d68481.html?version=2608.500		
Sales Equalization Tax		Spain	Equalization tax reporting and exceptions for retailers	Equalization tax reporting and exceptions for retailers is not supported.	Help	040e7b2cffa1435f9fbda381b16eea4f	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a624a4a6d1d8473eb95fb42660127cfe/040e7b2cffa1435f9fbda381b16eea4f.html?version=2608.500		
Withholding Tax - Modelo 216 Report		Spain	Credit memos without invoice references	Credit memos without invoice references are excluded from reporting to ensure accurate and reliable financial tracking.	Help	ab348d0c5b934ef0b545f0c453085b80	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a624a4a6d1d8473eb95fb42660127cfe/ab348d0c5b934ef0b545f0c453085b80.html?version=2608.500		
Withholding Tax - Modelo 296 Report		Spain	Dividends is	Dividends is out of scope as taxpayer role (pago) “1” is not supported.	Help	c6ed638a052f498cbb3dc2ea582d5c2d	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a624a4a6d1d8473eb95fb42660127cfe/c6ed638a052f498cbb3dc2ea582d5c2d.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		Sweden	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	895d6797774b436d80ab2e61817c8f50	https://help.sap.com/docs/SAP_S4HANA_CLOUD/3ea5a1e277894aaebae7baee564040ba/895d6797774b436d80ab2e61817c8f50.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		Sweden	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	a2e92c2ae6444fce9ae28a509a2a6706	https://help.sap.com/docs/SAP_S4HANA_CLOUD/3ea5a1e277894aaebae7baee564040ba/a2e92c2ae6444fce9ae28a509a2a6706.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		Sweden	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	85629906fde34504b291a228de3aece3	https://help.sap.com/docs/SAP_S4HANA_CLOUD/3ea5a1e277894aaebae7baee564040ba/85629906fde34504b291a228de3aece3.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		Sweden	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	94ead797245e43a691714e13490f7846	https://help.sap.com/docs/SAP_S4HANA_CLOUD/3ea5a1e277894aaebae7baee564040ba/94ead797245e43a691714e13490f7846.html?version=2608.500		
Processing Withholding Tax		Sweden	Swedish companies	Swedish companies are not allowed to make dividend payments in full to foreign-based individuals or legal entities such as non-domiciled parent companies.	Help	e272c90fdf41472e9b17db82c8cf5724	https://help.sap.com/docs/SAP_S4HANA_CLOUD/3ea5a1e277894aaebae7baee564040ba/e272c90fdf41472e9b17db82c8cf5724.html?version=2608.500		
Applying QR-Bill Data in Invoice Management		Switzerland	The Create Supplier Invoice app	The Create Supplier Invoice app does not support the credit memo with reference to QR-IBAN type of invoice.	Help	e4953e4f790846a2ac6e15f2ce0d2dfa	https://help.sap.com/docs/SAP_S4HANA_CLOUD/6833660c7722498fb41584b098420f89/e4953e4f790846a2ac6e15f2ce0d2dfa.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		Switzerland	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	83bc21dfe19f4d19b09069279a2efd86	https://help.sap.com/docs/SAP_S4HANA_CLOUD/6833660c7722498fb41584b098420f89/83bc21dfe19f4d19b09069279a2efd86.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		Switzerland	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	9e04f62829c24e8db4db6dc56f566899	https://help.sap.com/docs/SAP_S4HANA_CLOUD/6833660c7722498fb41584b098420f89/9e04f62829c24e8db4db6dc56f566899.html?version=2608.500		
Maintaining the IBAN of Your Credit Account for Business Partners		Switzerland	Wildcards (*)	Wildcards (*) are not possible.	Help	6fc840cac2ba4392abfebe1deb47e12f	https://help.sap.com/docs/SAP_S4HANA_CLOUD/6833660c7722498fb41584b098420f89/6fc840cac2ba4392abfebe1deb47e12f.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		Taiwan	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	4a172852cd6048e4931bc5d46aa7c63b	https://help.sap.com/docs/SAP_S4HANA_CLOUD/7fff92e3c6e244d6b6100643185233b3/4a172852cd6048e4931bc5d46aa7c63b.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		Taiwan	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	f51b8807d9ec4cc3b9ede7860927125e	https://help.sap.com/docs/SAP_S4HANA_CLOUD/7fff92e3c6e244d6b6100643185233b3/f51b8807d9ec4cc3b9ede7860927125e.html?version=2608.500		
Information About Electronic Invoices with Mixed Tax Codes		Taiwan	Allowances or consolidated invoices with mixed tax codes	Allowances or consolidated invoices with mixed tax codes are not supported.	Help	5210be1575aa44b7a530acee50fbdc00	https://help.sap.com/docs/SAP_S4HANA_CLOUD/7fff92e3c6e244d6b6100643185233b3/5210be1575aa44b7a530acee50fbdc00.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		Thailand	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	2a9d1350c97d4194a038cbcad14f4d95	https://help.sap.com/docs/SAP_S4HANA_CLOUD/88d44bce214447bcb7cbbdc03eb16aa1/2a9d1350c97d4194a038cbcad14f4d95.html?version=2608.500		
Print Document Extracts - Thailand		Thailand	Intercompany transactions	Intercompany transactions are not supported.	Help	15f5daaeab574855b17770f96e962eae	https://help.sap.com/docs/SAP_S4HANA_CLOUD/88d44bce214447bcb7cbbdc03eb16aa1/15f5daaeab574855b17770f96e962eae.html?version=2608.500		
Print Document Extracts - Thailand		Thailand	This app	This app does not support the document printing for the correspondence (such as dunning notices and accounting statements) created for the individual branch accounts through the local processing at the master data of the head office.	Help	15f5daaeab574855b17770f96e962eae	https://help.sap.com/docs/SAP_S4HANA_CLOUD/88d44bce214447bcb7cbbdc03eb16aa1/15f5daaeab574855b17770f96e962eae.html?version=2608.500		
Withholding Tax - 50BIS Report		Thailand	beyond this range, merging	Only documents with approximately 300–400 pages of details can be combined into a single PDF; beyond this range, merging is not supported.	Help	4564d635b7384bd9a5eead8634f64f66	https://help.sap.com/docs/SAP_S4HANA_CLOUD/88d44bce214447bcb7cbbdc03eb16aa1/4564d635b7384bd9a5eead8634f64f66.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		Turkey	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	a99d0cfcf732477eb57621820371c200	https://help.sap.com/docs/SAP_S4HANA_CLOUD/9e68f95f727744cf915ee5b38e792aa8/a99d0cfcf732477eb57621820371c200.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		Turkey	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	dd95fd56d4f94045a7b9f2e688a93940	https://help.sap.com/docs/SAP_S4HANA_CLOUD/9e68f95f727744cf915ee5b38e792aa8/dd95fd56d4f94045a7b9f2e688a93940.html?version=2608.500		
